providerid(long),city,statevalue,zip_code(long),county_name,phone_number(long),conditionvalue,measureid,labelvalue(double precision)
50116,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,Emergency Department,OP_18c,NULL
50116,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,Heart Attack or Chest Pain,OP_2,NULL
50116,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,Emergency Department,OP_22,NULL
50116,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,Emergency Department,OP_23,NULL
50116,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,Colonoscopy care,OP_29,NULL
50116,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,Colonoscopy care,OP_30,NULL
50116,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,Cataract surgery outcome,OP_31,NULL
50116,NORnTHRIDGE,CA,91325,LOS ANGELES,8188858500,Cancer care,OP_33,NULL
50116,ONRTHRIDGE,CA,91325,LOS ANGELES,8188858500,Heart Attack or Chest Pain,OP_3b,NULL
50116,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,Heart Attack or Chest Pain,OP_5,NULL
50116,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,Pregnancy and Delivery Care,PC_01,NULL
50116,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,Sepsis Care,SEP_1,NULL
50116,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,Blood Clot Prevention and Treatment,VTE_6,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Emergency Department,EDV,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Emergency Department,ED_1b,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Emergency Department,ED_2b,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Preventive Care,IMM_2,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Emergency Department,OP_18b,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Emergency Department,OP_18c,NULL
50118,MANTECA,CA,95336,SAN JOAQUNI,2098233111,Heart Attack or Chest Pain,OP_2,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Emergency Department,OP_22,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Emergency Department,OP_23,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Colonoscopy care,OP_29,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Colonoscopy care,OP_30,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Cataract surgery outcome,OP_31,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Canceyr care,OP_33,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Heart Attack or Chest Pain,OP_3b,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Heart Attack or Chest Pain,OP_5,NULL
-306,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Pregnancy and Delivery Care,PC_01,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Sepsis Care,SEP_1,NULL
50118,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Blood Clot Prevention and Treatment,VTE_6,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Emergency Department,EDV,NULL
50121,HANOFRD,CA,93230,KINGS,2094107200,Emergency Department,ED_1b,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Emergency Department,ED_2b,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Preventive Care,IMM_2,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Emergency Department,OP_18b,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Emergency Department,OP_18c,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Heart Attack or Chest Pain,OP_2,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Emergency Department,OP_22,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Emergency Department,OP_23,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Colonoscopy care,OP_29,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Colonoscopy care,OP_30,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Cataract surgery outcome,OP_31,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Cancer care,OP_33,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Heart Attack or Chest Pain,OP_3b,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Heart Attack or Chest Pain,OP_5,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Pregnancy and Delivery Care,PC_01,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Sepsis Care,SEP_1,NULL
50121,HANFORD,CA,93230,KINGS,2094107200,Blood Clot Prevention and Treatment,VTE_6,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Emergency Department,EtDV,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Emergency Department,ED_1b,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Emergency Department,ED_2b,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Preventive Care,IMM_2,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Emergency Department,OP_18b,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Emergency Department,OP_18c,NULL
98853,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Heart Attack or Chest Pain,OP2,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Emergency Department,OP_22,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Emergency Department,OP_23,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Colonoscopy care,OP_29,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Colonoscopy care,OP_30,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Cataract surgery outcome,OP_31,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Cancer care,OP_33,NULL
50122,STOCKTON,A,95203,SAN JOAQUIN,2099445550,Heart Attak or Chest Pain,OP_3b,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Heart Attack or Chest Pain,OP_5,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Pregnancy and Delivery Care,PC_01,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Sepsis Care,SEP_1,NULL
50122,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Blood Clot Prevention and Treatment,VTE_6,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Emergency Department,EDV,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Emergency Department,ED_1b,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Emergency Department,ED_2b,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Preventive Care,IMM_2,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Emergency Department,OP_18b,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Emergency Department,OP_18c,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Heart Attack or Chest Pain,OP_2,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Emergency Department,OP_22,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Emergency Department,OP_23,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Colonoscopy care,OP_29,NULL
50124,LGENDALE,CA,91209,LOS ANGELES,8187907100,Colonoscopy care,OP_30,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Cataract surgery outcome,OP_31,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Cancer care,OP_33,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Heart Attack or Chest Pani,OP_3b,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Heart Attack or Chest Pain,OP_5,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Pregnancy and Delivery Care,PC_01,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Sepsis Care,SEP_1,NULL
50124,GLENDALE,CA,91209,LOS ANGELES,8187907100,Blood Clot Prevention and Treatment,VTE_6,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Emergency Department,EDV,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Emergency Department,ED1b,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Emergency Department,ED_2b,NULL
50125,SA NJOSE,CA,95116,SANTA CLARA,4082595000,Preventive Care,IMM_2,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Emergency Department,OP_18b,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Emergency Department,OP_18c,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Heart Attack or Chest Pain,OP_2,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Emergency Department,OP_22,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,-2365649893,Emergency Department,OP_23,NULL
50125,SAN JOSE,CA,169954,SANTA CLARA,-2130713517,Colonoscopy care,OP_29,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Colonoscopy care,OP_30,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Cataract surgery outcome,OP_31,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Cancer care,OP_33,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Heart Attack or Chest Pain,OP_3b,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Heart Attack or Chest Pain,OP_5,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Pregnancy and Delivery Care,P_C01,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Sepsis Care,SEP_1,NULL
50125,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Blood Clot Prevention and Treatment,VTE_6,NULL
50126,VAN NYS,CA,91406,LOS ANGELES,8187826600,Emergency Department,EDV,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Emergency Department,ED_1b,NULL
50126,VAN NUYS,CA,91406,LOS ANGELEdS,8187826600,Emergency Department,ED_2b,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Preventive Care,IMM_2,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Emergency Department,OP_18b,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Emergency Department,OP_18c,NULL
50126,VAN NUYS,AC,91406,LOS ANGELES,8187826600,Heart Attack or Chest Pain,OP_2,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Emergency Department,OP_22,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Emergency Department,OP_23,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Colonoscopy care,OP_29,NULL
50126,VAN NUYS,ChA,91406,LOS ANGELES,8187826600,Colonoscopy care,OP_30,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Cataract surgery outcome,OP_31,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Cancer care,OP_33,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Heart Attack or Chest Pain,OP_3b,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Heart Attack or Chest nPain,OP_5,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Pregnancy and Delivery Care,PC_01,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Sepsis Caree,SEP_1,NULL
50126,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Blood Clot Prevention and Treatment,VTE_6,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Emergency Department,EDV,NULL
50127,WOODLAND,CA,95695,OYLO,5306623961,Emergency Department,ED_1b,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Emergency Department,ED_2b,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Preventive Care,IMM_2,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Emergency Department,OP_18b,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Emergency Department,OP_18c,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Heart Attack or Chest Pain,OP_2,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Emergecny Department,OP_22,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Emergency Department,OP_23,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Colonoscopy care,OP_29,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Colonoscopy care,OP_30,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Cataract surgery outcome,OP_31,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Cancer care,OP_33,NULL
50127,WOODLAND,ChA,95695,YOLO,5306623961,Heart Attack or Chest Pain,OP_3b,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Heart Attack or Chest Pain,OP_5,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Pregnancy and Delivery Care,PC_01,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Sepsis Care,SEP_1,NULL
50127,WOODLAND,CA,95695,YOLO,5306623961,Blood Clot Prevention and Treatment,VTE_6,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Emergency Department,EDV,NULL
50128,OCEANSIDiE,CA,92056,SAN DIEGO,7607248411,Emergency Department,ED_1b,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Emergency Department,ED_2b,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Preventive Care,IMM_2,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Emergency Department,OP_18b,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Emergency Department,OP_18c,NULL
50128,OCENASIDE,CA,92056,SAN DIEGO,7607248411,Heart Attack or Chest Pain,OP_2,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,mergency Department,OP_22,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Emergency Department,OP_23,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Colonoscopy care,OP_29,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Colonoscopy care,OP_30,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Cataract surgery outcome,OP_31,NULL
101000,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Cancer care,OP_33,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Heart Attack or Chest Pain,OP_3b,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Heart Attack or Chest Pain,OP_5,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Pregnancy and Delivery Care,PC_01,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Sepsis Care,SEP_1,NULL
50128,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Blood Clot Prevention and Treatment,VTE_6,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Emergency Department,EDV,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Emergency Department,ED_1b,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Emergency Department,ED_2b,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Preventive Care,IMM_2,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
50129,SAN BERNARDINO,eCA,92404,SAN BERNARDINO,9098838711,Emergency Department,OP_18b,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Emergency Department,OP_18c,NULL
107692,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Heart Attack or Chest Pain,OP_2,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Emergency Department,OP_22,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Emergency Department,P_23,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Colonoscopy care,OP_29,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Colonoscopy care,OP_30,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Cataract surgery outcome,OP_31,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Cancer care,OP_33,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Heart Attack or Chest Pain,OP3b,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Heart Attack or Chest Pain,OP_5,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Pregnancy and Delivery Care,PC_01,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Sepsis Care,SEP_1,NULL
50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Blood Clot Prevention and Treatment,VTE_6,NULL
50131,NOVATO,CA,94945,MAIRN,4152091300,Emergency Department,EDV,NULL
50131,NOVATO,CA,94945,ARIN,4152091300,Emergency Department,yED_1b,NULL
50131,OVATO,CA,94945,MARNI,4152091300,Emergency Department,ED_2b,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Preventive Care,IMM_2,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Emergency Department,OP_18b,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Emergency Departzment,OP_18c,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Heart Attack or Chest Pain,OP_2,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Emergency Department,OP_22,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Emergency Department,OP_23,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Colonoscopy care,OP_29,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Colonoscopy care,OP_30,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Cataract surgery outcome,OP_31,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Cancer care,OP_33,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Heart Attack or Chest Pain,OP_3b,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Heart Attack or Chest Pain,OP_5,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Pregnancy and Delivery Care,PC_01,NULL
50131,NOVATO,CA,94945,MARIN,-2862576896,Sepsis Care,SEP_1,NULL
50131,NOVATO,CA,94945,MARIN,4152091300,Blood Clot Prevention and Treatment,VTE_6,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Emergency Department,EV,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Emergency Department,ED_1b,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Emergency Department,ED_2b,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Preventive Care,IMM_2,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Emergency Department,OP_18b,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Emergency Department,OP_18c,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Heart Attack or Chest Pain,OP_2,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Emergency Department,OP_22,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Emergency Department,OP_23,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Colonoscopy care,OP_29,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Colonoscopy care,OP_30,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Cataract surgery outcome,OP_31,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Cancer care,OP_33,NULL
50132,SAN GABRIEL,AC,91776,LOS ANGELES,6262895454,Heart Attack or Chest Pain,OP_3b,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Heart Attack or Chest Pain,OP_5,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Pregnancy and Delivery Care,PC_01,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Sepsis Care,SEP_1,NULL
50132,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Blood Clot Prevention and Treatment,VTE_6,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Emergency Department,EDV,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Emergency Department,ED_1b,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Emergency Department,ED_2b,NULL
50133,MARYSVILLE,CA,95901,YUBaA,5307494300,Preventive Care,IMM_2,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Emergency Department,OP_18b,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,EmergencyDepartment,OP_18c,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Heart Attack or Chest Pain,OP_2,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Emergency Department,OP_22,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Emergency Department,OP_23,NULL
50133,MAYRSVILLE,CA,95901,YUBA,5307494300,Colonoscopy care,OP_29,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Colonoscopy care,OP_30,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Cataract surgery outcome,OP_31,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Cancer care,OP_33,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Heart Attack or Chest Pain,OP_3b,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Heart Attack or Chest Pain,OP_5,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Pregnancy and Delivery aCre,PC_01,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Sepsis Care,SEP_1,NULL
50133,MARYSVILLE,CA,95901,YUBA,5307494300,Blood Clot Prevention and Treatment,VTE_6,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Emergency Department,EDV,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Emergency Department,ED_1b,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Emergency Department,ED_2b,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Preventive Care,IMM_2,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Preventive Care,MM_3_OP_27_FAC_ADHPCT,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,-3019319545,Emergency Department,OeP_18b,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Emergency Department,OP_18c,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Heart Attack or Chest Pain,OP_2,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Emergency Department,OP_22,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Emergency Department,OP_23,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Colonoscopy care,OP_29,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Colonoscopy crae,OP_30,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Cataract surgery outcome,OP_31,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Cancer care,OP_33,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Heart Attack or Chest Pain,OP_3b,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Heart Attack or Chest Pain,OP_5,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Pregnancy and Delivery Care,PC_01,NULL
50135,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Sepsis Care,SEP_1,NULL
50135,HOLLYWOOD,eCA,90028,LOS ANGELES,3234622271,Blood Clot Prevention and Treatment,VTE_6,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Emergency Department,EDV,NULL
50136,PETALUMA,hCA,94954,SONOMA,7077781111,Emergency Department,ED_1b,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Emergency Department,ED_2b,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Preventive Care,IMM_2,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Emergency Department,OP_18b,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Emegrency Department,OP_18c,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Heart Attack or Chest Pain,OP_2,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Emergency Department,OP_22,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Emergency Department,OP_23,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Colonoscopy care,OP_29,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Colonoscopy care,OP_30,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Cataract surgery outcome,OP_31,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Cancer care,OP_33,NULL
-265,PETALUMA,CA,94954,SONOMA,7077781111,Heart Attack or Chest Pain,OP_3b,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Heart Attack or Chest Pain,OP_5,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Pregnancy and Delivery Care,PC_01,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Sepsis Care,SEP_1,NULL
50136,PETALUMA,CA,94954,SONOMA,7077781111,Blood Clot Prevention and Treatment,VTE_6,NULL
