1124.actarrtime,9:a53 p.m.,9:53 p.m.
819.scheddeptime,3:s27 p.m.,3:27 p.m.
804.schedarrtime,10:15m p.m.,10:15 p.m.
690.flight,A-A1522-SFO-ORD,AA-1522-SFO-ORD
2101.scheddeptime,4:55 p..m,4:55 p.m.
2282.actdeptime,8:25 p..,8:25 p.m.
21.flight,AA-466-IAH-MIA,AA-2050-ORD-MIA
1512.schedarrtime,35:0 p.m.,3:50 p.m.
538.src,fliightstats,flightstats
368.schedarrtime,12:10 p..m,12:10 p.m.
1899.src,quicktip,quicktrip
56.tupleid,18.0,56
2115.scheddeptime,6:59 ay.m.,6:59 a.m.
1808.flight,AA643-MIA-ORD,AA-643-MIA-ORD
462.src,flightveiw,flightview
1351.flight,UA-3050-PvHX-CLT,UA-3050-PHX-CLT
1391.scheddeptime,25:3 p.m.,2:53 p.m.
534.flight,CO-45f-EWR-MIA,CO-45-EWR-MIA
1877.actarrtime,7:93 p.m.,7:39 p.m.
86.flight,AA-1640-MIA-MCO,UA-257-JFK-SFO
1049.schedarrtime,9:20 .m.,9:20 p.m.
516.actarrtime,:43 p.m.,3:43 p.m.
1841.schedarrtime,1:05 a.m.,11:05 a.m.
1696.flight,CO-1694m-LAX-IAH,CO-1694-LAX-IAH
69.flight,AA-3859-IAH-ORD,AA-3468-CVG-MIA
1809.actdeptime,5:08p .m.,5:08 p.m.
1956.src,alelgiantair,allegiantair
1474.flight,AA-306-3SLC-LAX,AA-3063-SLC-LAX
2361.tupleid,5012,2361
2006.actdeptime,7:05 a..,7:05 a.m.
808.schedarrtime,6:5 a.m.,6:55 a.m.
2315.flight,AAl-3786-IAH-ORD,AA-3786-IAH-ORD
700.scheddeptime,1:08 p.m.,11:08 p.m.
54.flight,AA-1640-MIA-MCO,UA-397-JFK-SFO
689.actdeptime,1:48 p..,1:48 p.m.
1924.actarrtime,0:04 a.m.,10:04 a.m.
1749.scheddeptime,:45 p.m.,1:45 p.m.
423.tupleid,4921,423
1700.actdeptime,5:08p.m.,5:08 p.m.
1656.actdeptime,11:08 p..m,11:08 p.m.
1502.flight,CO-52l-IAH-LAX,CO-52-IAH-LAX
64.tupleid,18.0,64
1290.actdeptime,7:22 a..m,7:22 a.m.
1231.src,myratepmlan,myrateplan
1023.actarrtime,10:36s a.m.,10:36 a.m.
2098.scheddeptime,j9:15 a.m.,9:15 a.m.
1034.scheddeptime,10:40 a..,10:40 a.m.
1926.flight,UA-257-FJK-SFO,UA-257-JFK-SFO
29.tupleid,19.0,29
658.flight,CO8-9-IAH-EWR,CO-89-IAH-EWR
1019.flight,AU-2945-PHL-CLT,UA-2945-PHL-CLT
34.actdeptime,8:25 .pm.,8:25 p.m.
2056.flight,AA1-733-ORD-PHX,AA-1733-ORD-PHX
978.scheddeptime,1:05p.m.,1:05 p.m.
1613.schedarrtime,8:v05 p.m.,8:05 p.m.
1872.schedarrtime,:46 p.m.,6:46 p.m.
1972.actdeptime,2:84 p.m.,2:48 p.m.
205.scheddeptime,1:025 a.m.,10:25 a.m.
476.scheddeptime,7:10 pm..,7:10 p.m.
50.tupleid,19.0,50
763.tupleid,-1229,763
2194.src,gofoux,gofox
190.flight,A-2050-ORD-MIA,AA-2050-ORD-MIA
1145.src,foxbusienss,foxbusiness
324.actarrtime,12:g09 p.m.,12:09 p.m.
822.scheddeptime,11:2x5 p.m.,11:25 p.m.
810.schedarrtime,1d0:35 a.m.,10:35 a.m.
70.tupleid,9.0,70
779.src,flgihtexplorer,flightexplorer
513.flight,UA-2708-EWR-hCLT,UA-2708-EWR-CLT
488.actdeptime,5:08p .m.,5:08 p.m.
1878.flight,AA-616-FW-DTW,AA-616-DFW-DTW
2294.scheddeptime,:455 p.m.,4:55 p.m.
2173.schedarrtime,10:06a.m.,10:06 a.m.
1928.actarrtime,4:59 p..m,4:59 p.m.
2325.actdeptime,7:58p .m.,7:58 p.m.
46.tupleid,10.0,46
1810.actdeptime,4:28 p..m,4:28 p.m.
1911.actarrtime,6:38p .m.,6:38 p.m.
913.scheddeptime,6:30p.m.,6:30 p.m.
675.flight,CO-1694-LA-IAH,CO-1694-LAX-IAH
1750.actdeptime,11:1 a.m.,11:15 a.m.
2206.scheddeptime,4:55 lp.m.,4:55 p.m.
90.tupleid,10.0,90
79.tupleid,12.0,79
322.src,ewather,weather
1024.scheddeptime,8:05 a.mc.,8:05 a.m.
975.flight,UA-305-0PHX-CLT,UA-3050-PHX-CLT
2055.src,businesstrvellogue,businesstravellogue
2029.scheddeptime,2:35 p.km.,2:35 p.m.
2289.scheddeptime,12:00 .pm.,12:00 p.m.
51.flight,AA-415-BOS-ORD,AA-3859-IAH-ORD
649.actdeptime,4:29p .m.,4:29 p.m.
375.flight,O-63-EWR-IAH,CO-63-EWR-IAH
2206.actdeptime,n5:08 p.m.,5:08 p.m.
769.flight,AAs-1886-BOS-MIA,AA-1886-BOS-MIA
1069.flight,AA-3m809-PHX-LAX,AA-3809-PHX-LAX
1713.actarrtime,:40 p.m.,6:40 p.m.
1676.tupleid,4015,1676
1354.src,orbtiz,orbitz
9.schedarrtime,3:50 pm.,3:50 p.m.
489.actarrtime,638 p.m.,6:38 p.m.
434.tupleid,4621,434
1192.scheddeptime,6:45 p..m,6:45 p.m.
120.tupleid,3835,120
39.flight,AA-518-MIA-JFK,AA-3804-PHL-ORD
683.scheddeptime,8:00p.m.,8:00 p.m.
581.flight,AA-4370-ORD-DTW,AA-4307-ORD-DTW
73.tupleid,1.0,73
113.actarrtime,d5:50 a.m.,5:50 a.m.
2094.tupleid,-1427,2094
1455.schedarrtime,10:35 qa.m.,10:35 a.m.
919.schedarrtime,:16 p.m.,1:16 p.m.
1181.actarrtime,9:05a .m.,9:05 a.m.
215.scheddeptime,65:9 a.m.,6:59 a.m.
1750.flight,AU-2704-DTW-PHX,UA-2704-DTW-PHX
349.schedarrtime,7:23 a.lm.,7:23 a.m.
1894.src,quicktirp,quicktrip
2186.src,gfoox,gofox
413.schedarrtime,:140 p.m.,1:40 p.m.
827.src,flihts,flights
2282.src,fligbhtaware,flightaware
1252.schedarrtime,r10:20 a.m.,10:20 a.m.
1727.schedarrtime,10:45 am.,10:45 a.m.
1613.scheddeptime,4f:55 p.m.,4:55 p.m.
375.actarrtime,80:3 p.m.,8:03 p.m.
1877.schedarrtime,:55 p.m.,7:55 p.m.
1635.src,mytripandmoer,mytripandmore
783.src,flightexploerr,flightexplorer
461.actdeptime,2:55 p..m,2:55 p.m.
2330.schedarrtime,6:46 pm.,6:46 p.m.
1072.schedarrtime,10:15 pm.,10:15 p.m.
894.scheddeptime,7:55l a.m.,7:55 a.m.
1909.scheddeptime,:55 p.m.,4:55 p.m.
556.src,flihtstats,flightstats
1231.schedarrtime,2:50z p.m.,2:50 p.m.
1506.scheddeptime,d7:00 a.m.,7:00 a.m.
1676.actarrtime,5:0 5p.m.,5:05 p.m.
1364.scheddeptime,12:57 p..m,12:57 p.m.
2225.src,ofox,gofox
1195.flight,CO1-193-EWR-MCO,CO-1193-EWR-MCO
554.tupleid,-1533,554
443.scheddeptime,:45 p.m.,7:45 p.m.
247.tupleid,-1359,247
1680.schedarrtime,2:35 p.um.,2:35 p.m.
45.flight,AA-3979-CVG-ORD,AA-85-JFK-SFO
862.scheddeptime,4:55 pv.m.,4:55 p.m.
765.actdeptime,i5:08 p.m.,5:08 p.m.
174.src,obston,boston
25.tupleid,7.0,25
1186.flight,AA-3756-ORjD-SLC,AA-3756-ORD-SLC
44.scheddeptime,8:35a.m.,8:35 a.m.
1381.scheddeptime,1:33 .pm.,1:33 p.m.
1573.scheddeptime,9:05 ka.m.,9:05 a.m.
2054.src,businesstraveullogue,businesstravellogue
1518.flight,AA-1664-zMIA-ATL,AA-1664-MIA-ATL
748.tupleid,-1424,748
93.tupleid,2.0,93
1317.tupleid,4318,1317
1630.scheddeptime,12:10 .m.,12:10 p.m.
1752.schedarrtime,7:03 p.tm.,7:03 p.m.
2024.tupleid,4339,2024
1944.flight,AA-222-LAX-BOlS,AA-222-LAX-BOS
647.schedarrtime,10:0 a.m.,10:06 a.m.
2007.actarrtime,3:0n4 p.m.,3:04 p.m.
517.actarrtime,5:43 .m.,5:43 p.m.
1607.actdeptime,12:13 p.ym.,12:13 p.m.
1685.tupleid,-1272,1685
590.schedarrtime,6:23p.m.,6:23 p.m.
1530.src,flytecomm***,flytecomm
52.tupleid,6.0,52
487.src,fligzhtview,flightview
27.actdeptime,7:30 a.ml.,7:30 a.m.
50.flight,AA-204-LAX-MCO,AA-59-JFK-SFO
2194.actarrtime,95:2 p.m.,9:52 p.m.
1376.actarrtime,7:36 .m.,7:36 p.m.
297.actdeptime,8:23 p..m,8:23 p.m.
2162.scheddeptime,12:00 .m.,12:00 p.m.
463.actarrtime,1b:14 p.m.,1:14 p.m.
771.tupleid,4416,771
1040.actarrtime,10:04a .m.,10:04 a.m.
795.src,mvia,mia
801.tupleid,5188,801
1632.src,myturipandmore,mytripandmore
31.tupleid,7.0,31
1452.actarrtime,7:36 p.zm.,7:36 p.m.
1762.src,flylouislville,flylouisville
1711.tupleid,4485,1711
263.schedarrtime,2:4f5 p.m.,2:45 p.m.
865.tupleid,-1325,865
1906.actdeptime,9:14 a.om.,9:14 a.m.
2335.flight,AA-466-IAHM-IA,AA-466-IAH-MIA
2200.schedarrtime,:10 p.m.,9:10 p.m.
1352.schedarrtime,10:m20 a.m.,10:20 a.m.
1619.actdeptime,9:z00 p.m.,9:00 p.m.
2061.flight,AA-204-LAkX-MCO,AA-204-LAX-MCO
1114.flight,AA-1640-McIA-MCO,AA-1640-MIA-MCO
1199.tupleid,4942,1199
2184.actarrtime,1:27 a.m.,10:27 a.m.
1977.flight,AA-s466-IAH-MIA,AA-466-IAH-MIA
1060.src,rtavelocity,travelocity
918.scheddeptime,7:35 a..,7:35 a.m.
1723.scheddeptime,115:5 a.m.,11:55 a.m.
1201.scheddeptime,2:30 .pm.,2:30 p.m.
534.actarrtime,:36 p.m.,6:36 p.m.
1205.scheddeptime,1:08 p.m.,11:08 p.m.
1339.scheddeptime,9:45 am..,9:45 a.m.
1176.scheddeptime,6:0 a.m.,6:00 a.m.
980.schedarrtime,1221 a.m.,12:21 a.m.
825.src,lfights,flights
104.tupleid,11.0,104
1308.flight,AA-257-DFW-CVG,AA-2957-DFW-CVG
1364.actdeptime,1:3j2 p.m.,1:32 p.m.
13.tupleid,12.0,13
2373.schedarrtime,12:55 pb.m.,12:55 p.m.
1113.flight,AA-1434-DW-MCO,AA-1434-DFW-MCO
37.flight,AA-3756-ORD-SLC,AA-649-ORD-SNA
1704.actdeptime,1:1 p.m.,1:31 p.m.
1448.schedarrtime,1:1 p.m.,1:16 p.m.
1215.src,usatdoay,usatoday
989.tupleid,4133,989
1444.schedarrtime,b8:22 p.m.,8:22 p.m.
684.scheddeptime,10:2 5a.m.,10:25 a.m.
724.actarrtime,12:50 p.zm.,12:50 p.m.
115.actarrtime,1:215 a.m.,12:15 a.m.
1436.schedarrtime,7:03 .m.,7:03 p.m.
694.actarrtime,10:04 ra.m.,10:04 a.m.
931.actarrtime,8:53 .m.,8:53 p.m.
1441.actarrtime,9:25 p.m.,9:52 p.m.
